PROJCS,EPSG
Pulkovo_1942_3_degree_Gauss_Kruger_zone_45,2562
Pulkovo_1942_3_degree_Gauss_Kruger_zone_46,2563
Pulkovo_1942_3_degree_Gauss_Kruger_zone_47,2564
Pulkovo_1942_3_degree_Gauss_Kruger_zone_48,2565
Pulkovo_1942_3_degree_Gauss_Kruger_zone_49,2566
Pulkovo_1942_3_degree_Gauss_Kruger_zone_50,2567
Pulkovo_1942_3_degree_Gauss_Kruger_zone_51,2568
Pulkovo_1942_3_degree_Gauss_Kruger_zone_52,2569
Pulkovo_1942_3_degree_Gauss_Kruger_zone_53,2570
Pulkovo_1942_3_degree_Gauss_Kruger_zone_54,2571
Pulkovo_1942_3_degree_Gauss_Kruger_zone_55,2572
Pulkovo_1942_3_degree_Gauss_Kruger_zone_56,2573
Pulkovo_1942_3_degree_Gauss_Kruger_zone_57,2574
Pulkovo_1942_3_degree_Gauss_Kruger_zone_58,2575
Pulkovo_1942_3_degree_Gauss_Kruger_zone_59,2576
Pulkovo_1942_3_degree_Gauss_Kruger_zone_60_deprecated,2577
Pulkovo_1942_3_degree_Gauss_Kruger_zone_61,2578
Pulkovo_1942_3_degree_Gauss_Kruger_zone_62,2579
Pulkovo_1942_3_degree_Gauss_Kruger_zone_63,2580
Pulkovo_1942_3_degree_Gauss_Kruger_zone_64,2581
Pulkovo_1942_3_degree_Gauss_Kruger_CM_21E,2582
Pulkovo_1942_3_degree_Gauss_Kruger_CM_24E,2583
Pulkovo_1942_3_degree_Gauss_Kruger_CM_27E,2584
Pulkovo_1942_3_degree_Gauss_Kruger_CM_30E,2585
Pulkovo_1942_3_degree_Gauss_Kruger_CM_33E,2586
Pulkovo_1942_3_degree_Gauss_Kruger_CM_36E,2587
Pulkovo_1942_3_degree_Gauss_Kruger_CM_39E,2588
Pulkovo_1942_3_degree_Gauss_Kruger_CM_42E,2589
Pulkovo_1942_3_degree_Gauss_Kruger_CM_45E,2590
Pulkovo_1942_3_degree_Gauss_Kruger_CM_48E,2591
Pulkovo_1942_3_degree_Gauss_Kruger_CM_51E,2592
Pulkovo_1942_3_degree_Gauss_Kruger_CM_54E,2593
Pulkovo_1942_3_degree_Gauss_Kruger_CM_57E,2594
Pulkovo_1942_3_degree_Gauss_Kruger_CM_60E,2595
Pulkovo_1942_3_degree_Gauss_Kruger_CM_63E,2596
Pulkovo_1942_3_degree_Gauss_Kruger_CM_66E,2597
Pulkovo_1942_3_degree_Gauss_Kruger_CM_69E,2598
Pulkovo_1942_3_degree_Gauss_Kruger_CM_72E,2599
Lietuvos_Koordinoei_Sistema_1994_deprecated,2600
Pulkovo_1942_3_degree_Gauss_Kruger_CM_75E,2601
Pulkovo_1942_3_degree_Gauss_Kruger_CM_78E,2602
Pulkovo_1942_3_degree_Gauss_Kruger_CM_81E,2603
Pulkovo_1942_3_degree_Gauss_Kruger_CM_84E,2604
Pulkovo_1942_3_degree_Gauss_Kruger_CM_87E,2605
Pulkovo_1942_3_degree_Gauss_Kruger_CM_90E,2606
Pulkovo_1942_3_degree_Gauss_Kruger_CM_93E,2607
Pulkovo_1942_3_degree_Gauss_Kruger_CM_96E,2608
Pulkovo_1942_3_degree_Gauss_Kruger_CM_99E,2609
Pulkovo_1942_3_degree_Gauss_Kruger_CM_102E,2610
Pulkovo_1942_3_degree_Gauss_Kruger_CM_105E,2611
Pulkovo_1942_3_degree_Gauss_Kruger_CM_108E,2612
Pulkovo_1942_3_degree_Gauss_Kruger_CM_111E,2613
Pulkovo_1942_3_degree_Gauss_Kruger_CM_114E,2614
Pulkovo_1942_3_degree_Gauss_Kruger_CM_117E,2615
Pulkovo_1942_3_degree_Gauss_Kruger_CM_120E,2616
Pulkovo_1942_3_degree_Gauss_Kruger_CM_123E,2617
Pulkovo_1942_3_degree_Gauss_Kruger_CM_126E,2618
Pulkovo_1942_3_degree_Gauss_Kruger_CM_129E,2619
Pulkovo_1942_3_degree_Gauss_Kruger_CM_132E,2620
Pulkovo_1942_3_degree_Gauss_Kruger_CM_135E,2621
Pulkovo_1942_3_degree_Gauss_Kruger_CM_138E,2622
Pulkovo_1942_3_degree_Gauss_Kruger_CM_141E,2623
Pulkovo_1942_3_degree_Gauss_Kruger_CM_144E,2624
Pulkovo_1942_3_degree_Gauss_Kruger_CM_147E,2625
Pulkovo_1942_3_degree_Gauss_Kruger_CM_150E,2626
Pulkovo_1942_3_degree_Gauss_Kruger_CM_153E,2627
Pulkovo_1942_3_degree_Gauss_Kruger_CM_156E,2628
Pulkovo_1942_3_degree_Gauss_Kruger_CM_159E,2629
Pulkovo_1942_3_degree_Gauss_Kruger_CM_162E,2630
Pulkovo_1942_3_degree_Gauss_Kruger_CM_165E,2631
Pulkovo_1942_3_degree_Gauss_Kruger_CM_168E,2632
Pulkovo_1942_3_degree_Gauss_Kruger_CM_171E,2633
Pulkovo_1942_3_degree_Gauss_Kruger_CM_174E,2634
Pulkovo_1942_3_degree_Gauss_Kruger_CM_177E,2635
Pulkovo_1942_3_degree_Gauss_Kruger_CM_180E,2636
Pulkovo_1942_3_degree_Gauss_Kruger_CM_177W,2637
Pulkovo_1942_3_degree_Gauss_Kruger_CM_174W,2638
Pulkovo_1942_3_degree_Gauss_Kruger_CM_171W,2639
Pulkovo_1942_3_degree_Gauss_Kruger_CM_168W,2640
Pulkovo_1995_3_degree_Gauss_Kruger_zone_7,2641
Pulkovo_1995_3_degree_Gauss_Kruger_zone_8,2642
Pulkovo_1995_3_degree_Gauss_Kruger_zone_9,2643
Pulkovo_1995_3_degree_Gauss_Kruger_zone_10,2644
Pulkovo_1995_3_degree_Gauss_Kruger_zone_11,2645
Pulkovo_1995_3_degree_Gauss_Kruger_zone_12,2646
Pulkovo_1995_3_degree_Gauss_Kruger_zone_13,2647
Pulkovo_1995_3_degree_Gauss_Kruger_zone_14,2648
Pulkovo_1995_3_degree_Gauss_Kruger_zone_15,2649
Pulkovo_1995_3_degree_Gauss_Kruger_zone_16,2650
Pulkovo_1995_3_degree_Gauss_Kruger_zone_17,2651
Pulkovo_1995_3_degree_Gauss_Kruger_zone_18,2652
Pulkovo_1995_3_degree_Gauss_Kruger_zone_19,2653
Pulkovo_1995_3_degree_Gauss_Kruger_zone_20,2654
Pulkovo_1995_3_degree_Gauss_Kruger_zone_21,2655
Pulkovo_1995_3_degree_Gauss_Kruger_zone_22,2656
Pulkovo_1995_3_degree_Gauss_Kruger_zone_23,2657
Pulkovo_1995_3_degree_Gauss_Kruger_zone_24,2658
Pulkovo_1995_3_degree_Gauss_Kruger_zone_25,2659
Pulkovo_1995_3_degree_Gauss_Kruger_zone_26,2660
Pulkovo_1995_3_degree_Gauss_Kruger_zone_27,2661
Pulkovo_1995_3_degree_Gauss_Kruger_zone_28,2662
Pulkovo_1995_3_degree_Gauss_Kruger_zone_29,2663
Pulkovo_1995_3_degree_Gauss_Kruger_zone_30,2664
Pulkovo_1995_3_degree_Gauss_Kruger_zone_31,2665
Pulkovo_1995_3_degree_Gauss_Kruger_zone_32,2666
Pulkovo_1995_3_degree_Gauss_Kruger_zone_33,2667
Pulkovo_1995_3_degree_Gauss_Kruger_zone_34,2668
Pulkovo_1995_3_degree_Gauss_Kruger_zone_35,2669
Pulkovo_1995_3_degree_Gauss_Kruger_zone_36,2670
Pulkovo_1995_3_degree_Gauss_Kruger_zone_37,2671
Pulkovo_1995_3_degree_Gauss_Kruger_zone_38,2672
Pulkovo_1995_3_degree_Gauss_Kruger_zone_39,2673
Pulkovo_1995_3_degree_Gauss_Kruger_zone_40,2674
Pulkovo_1995_3_degree_Gauss_Kruger_zone_41,2675
Pulkovo_1995_3_degree_Gauss_Kruger_zone_42,2676
Pulkovo_1995_3_degree_Gauss_Kruger_zone_43,2677
Pulkovo_1995_3_degree_Gauss_Kruger_zone_44,2678
Pulkovo_1995_3_degree_Gauss_Kruger_zone_45,2679
Pulkovo_1995_3_degree_Gauss_Kruger_zone_46,2680
Pulkovo_1995_3_degree_Gauss_Kruger_zone_47,2681
Pulkovo_1995_3_degree_Gauss_Kruger_zone_48,2682
Pulkovo_1995_3_degree_Gauss_Kruger_zone_49,2683
Pulkovo_1995_3_degree_Gauss_Kruger_zone_50,2684
Pulkovo_1995_3_degree_Gauss_Kruger_zone_51,2685
Pulkovo_1995_3_degree_Gauss_Kruger_zone_52,2686
Pulkovo_1995_3_degree_Gauss_Kruger_zone_53,2687
Pulkovo_1995_3_degree_Gauss_Kruger_zone_54,2688
Pulkovo_1995_3_degree_Gauss_Kruger_zone_55,2689
Pulkovo_1995_3_degree_Gauss_Kruger_zone_56,2690
Pulkovo_1995_3_degree_Gauss_Kruger_zone_57,2691
Pulkovo_1995_3_degree_Gauss_Kruger_zone_58,2692
Pulkovo_1995_3_degree_Gauss_Kruger_zone_59,2693
Pulkovo_1995_3_degree_Gauss_Kruger_zone_60_deprecated,2694
Pulkovo_1995_3_degree_Gauss_Kruger_zone_61,2695
Pulkovo_1995_3_degree_Gauss_Kruger_zone_62,2696
Pulkovo_1995_3_degree_Gauss_Kruger_zone_63,2697
Pulkovo_1995_3_degree_Gauss_Kruger_zone_64,2698
Pulkovo_1995_3_degree_Gauss_Kruger_CM_21E,2699
Pulkovo_1995_3_degree_Gauss_Kruger_CM_24E,2700
Pulkovo_1995_3_degree_Gauss_Kruger_CM_27E,2701
Pulkovo_1995_3_degree_Gauss_Kruger_CM_30E,2702
Pulkovo_1995_3_degree_Gauss_Kruger_CM_33E,2703
Pulkovo_1995_3_degree_Gauss_Kruger_CM_36E,2704
Pulkovo_1995_3_degree_Gauss_Kruger_CM_39E,2705
Pulkovo_1995_3_degree_Gauss_Kruger_CM_42E,2706
Pulkovo_1995_3_degree_Gauss_Kruger_CM_45E,2707
Pulkovo_1995_3_degree_Gauss_Kruger_CM_48E,2708
Pulkovo_1995_3_degree_Gauss_Kruger_CM_51E,2709
Pulkovo_1995_3_degree_Gauss_Kruger_CM_54E,2710
Pulkovo_1995_3_degree_Gauss_Kruger_CM_57E,2711
Pulkovo_1995_3_degree_Gauss_Kruger_CM_60E,2712
Pulkovo_1995_3_degree_Gauss_Kruger_CM_63E,2713
Pulkovo_1995_3_degree_Gauss_Kruger_CM_66E,2714
Pulkovo_1995_3_degree_Gauss_Kruger_CM_69E,2715
Pulkovo_1995_3_degree_Gauss_Kruger_CM_72E,2716
Pulkovo_1995_3_degree_Gauss_Kruger_CM_75E,2717
Pulkovo_1995_3_degree_Gauss_Kruger_CM_78E,2718
Pulkovo_1995_3_degree_Gauss_Kruger_CM_81E,2719
Pulkovo_1995_3_degree_Gauss_Kruger_CM_84E,2720
Pulkovo_1995_3_degree_Gauss_Kruger_CM_87E,2721
Pulkovo_1995_3_degree_Gauss_Kruger_CM_90E,2722
Pulkovo_1995_3_degree_Gauss_Kruger_CM_93E,2723
Pulkovo_1995_3_degree_Gauss_Kruger_CM_96E,2724
Pulkovo_1995_3_degree_Gauss_Kruger_CM_99E,2725
Pulkovo_1995_3_degree_Gauss_Kruger_CM_102E,2726
Pulkovo_1995_3_degree_Gauss_Kruger_CM_105E,2727
Pulkovo_1995_3_degree_Gauss_Kruger_CM_108E,2728
Pulkovo_1995_3_degree_Gauss_Kruger_CM_111E,2729
Pulkovo_1995_3_degree_Gauss_Kruger_CM_114E,2730
Pulkovo_1995_3_degree_Gauss_Kruger_CM_117E,2731
Pulkovo_1995_3_degree_Gauss_Kruger_CM_120E,2732
Pulkovo_1995_3_degree_Gauss_Kruger_CM_123E,2733
Pulkovo_1995_3_degree_Gauss_Kruger_CM_126E,2734
Pulkovo_1995_3_degree_Gauss_Kruger_CM_129E,2735
Tete_UTM_zone_36S,2736
Tete_UTM_zone_37S,2737
Pulkovo_1995_3_degree_Gauss_Kruger_CM_132E,2738
Pulkovo_1995_3_degree_Gauss_Kruger_CM_135E,2739
Pulkovo_1995_3_degree_Gauss_Kruger_CM_138E,2740
Pulkovo_1995_3_degree_Gauss_Kruger_CM_141E,2741
Pulkovo_1995_3_degree_Gauss_Kruger_CM_144E,2742
Pulkovo_1995_3_degree_Gauss_Kruger_CM_147E,2743
Pulkovo_1995_3_degree_Gauss_Kruger_CM_150E,2744
Pulkovo_1995_3_degree_Gauss_Kruger_CM_153E,2745
Pulkovo_1995_3_degree_Gauss_Kruger_CM_156E,2746
Pulkovo_1995_3_degree_Gauss_Kruger_CM_159E,2747
Pulkovo_1995_3_degree_Gauss_Kruger_CM_162E,2748
Pulkovo_1995_3_degree_Gauss_Kruger_CM_165E,2749
Pulkovo_1995_3_degree_Gauss_Kruger_CM_168E,2750
Pulkovo_1995_3_degree_Gauss_Kruger_CM_171E,2751
Pulkovo_1995_3_degree_Gauss_Kruger_CM_174E,2752
Pulkovo_1995_3_degree_Gauss_Kruger_CM_177E,2753
Pulkovo_1995_3_degree_Gauss_Kruger_CM_180E,2754
Pulkovo_1995_3_degree_Gauss_Kruger_CM_177W,2755
Pulkovo_1995_3_degree_Gauss_Kruger_CM_174W,2756
Pulkovo_1995_3_degree_Gauss_Kruger_CM_171W,2757
Pulkovo_1995_3_degree_Gauss_Kruger_CM_168W,2758
NAD83_HARN_Alabama_East,2759
NAD83_HARN_Alabama_West,2760
NAD83_HARN_Arizona_East,2761
NAD83_HARN_Arizona_Central,2762
NAD83_HARN_Arizona_West,2763
NAD83_HARN_Arkansas_North,2764
NAD83_HARN_Arkansas_South,2765
NAD83_HARN_California_zone_1,2766
NAD83_HARN_California_zone_2,2767
NAD83_HARN_California_zone_3,2768
NAD83_HARN_California_zone_4,2769
NAD83_HARN_California_zone_5,2770
NAD83_HARN_California_zone_6,2771
NAD83_HARN_Colorado_North,2772
NAD83_HARN_Colorado_Central,2773
NAD83_HARN_Colorado_South,2774
NAD83_HARN_Connecticut,2775
NAD83_HARN_Delaware,2776
NAD83_HARN_Florida_East,2777
NAD83_HARN_Florida_West,2778
NAD83_HARN_Florida_North,2779
NAD83_HARN_Georgia_East,2780
NAD83_HARN_Georgia_West,2781
NAD83_HARN_Hawaii_zone_1,2782
NAD83_HARN_Hawaii_zone_2,2783
NAD83_HARN_Hawaii_zone_3,2784
NAD83_HARN_Hawaii_zone_4,2785
NAD83_HARN_Hawaii_zone_5,2786
NAD83_HARN_Idaho_East,2787
NAD83_HARN_Idaho_Central,2788
NAD83_HARN_Idaho_West,2789
NAD83_HARN_Illinois_East,2790
NAD83_HARN_Illinois_West,2791
NAD83_HARN_Indiana_East,2792
NAD83_HARN_Indiana_West,2793
NAD83_HARN_Iowa_North,2794
NAD83_HARN_Iowa_South,2795
NAD83_HARN_Kansas_North,2796
NAD83_HARN_Kansas_South,2797
NAD83_HARN_Kentucky_North,2798
NAD83_HARN_Kentucky_South,2799
NAD83_HARN_Louisiana_North,2800
NAD83_HARN_Louisiana_South,2801
NAD83_HARN_Maine_East,2802
NAD83_HARN_Maine_West,2803
NAD83_HARN_Maryland,2804
NAD83_HARN_Massachusetts_Mainland,2805
NAD83_HARN_Massachusetts_Island,2806
NAD83_HARN_Michigan_North,2807
NAD83_HARN_Michigan_Central,2808
NAD83_HARN_Michigan_South,2809
NAD83_HARN_Minnesota_North,2810
NAD83_HARN_Minnesota_Central,2811
NAD83_HARN_Minnesota_South,2812
NAD83_HARN_Mississippi_East,2813
NAD83_HARN_Mississippi_West,2814
NAD83_HARN_Missouri_East,2815
NAD83_HARN_Missouri_Central,2816
NAD83_HARN_Missouri_West,2817
NAD83_HARN_Montana,2818
NAD83_HARN_Nebraska,2819
NAD83_HARN_Nevada_East,2820
NAD83_HARN_Nevada_Central,2821
NAD83_HARN_Nevada_West,2822
NAD83_HARN_New_Hampshire,2823
NAD83_HARN_New_Jersey,2824
NAD83_HARN_New_Mexico_East,2825
NAD83_HARN_New_Mexico_Central,2826
NAD83_HARN_New_Mexico_West,2827
NAD83_HARN_New_York_East,2828
NAD83_HARN_New_York_Central,2829
NAD83_HARN_New_York_West,2830
NAD83_HARN_New_York_Long_Island,2831
NAD83_HARN_North_Dakota_North,2832
NAD83_HARN_North_Dakota_South,2833
NAD83_HARN_Ohio_North,2834
NAD83_HARN_Ohio_South,2835
NAD83_HARN_Oklahoma_North,2836
NAD83_HARN_Oklahoma_South,2837
NAD83_HARN_Oregon_North,2838
NAD83_HARN_Oregon_South,2839
NAD83_HARN_Rhode_Island,2840
NAD83_HARN_South_Dakota_North,2841
NAD83_HARN_South_Dakota_South,2842
NAD83_HARN_Tennessee,2843
NAD83_HARN_Texas_North,2844
NAD83_HARN_Texas_North_Central,2845
NAD83_HARN_Texas_Central,2846
NAD83_HARN_Texas_South_Central,2847
NAD83_HARN_Texas_South,2848
NAD83_HARN_Utah_North,2849
NAD83_HARN_Utah_Central,2850
NAD83_HARN_Utah_South,2851
NAD83_HARN_Vermont,2852
NAD83_HARN_Virginia_North,2853
NAD83_HARN_Virginia_South,2854
NAD83_HARN_Washington_North,2855
NAD83_HARN_Washington_South,2856
NAD83_HARN_West_Virginia_North,2857
NAD83_HARN_West_Virginia_South,2858
NAD83_HARN_Wisconsin_North,2859
NAD83_HARN_Wisconsin_Central,2860
NAD83_HARN_Wisconsin_South,2861
NAD83_HARN_Wyoming_East,2862
NAD83_HARN_Wyoming_East_Central,2863
NAD83_HARN_Wyoming_West_Central,2864
NAD83_HARN_Wyoming_West,2865
NAD83_HARN_Puerto_Rico_and_Virgin_Is,2866
NAD83_HARN_Arizona_East_ft,2867
NAD83_HARN_Arizona_Central_ft,2868
NAD83_HARN_Arizona_West_ft,2869
NAD83_HARN_California_zone_1_ftUS,2870
NAD83_HARN_California_zone_2_ftUS,2871
NAD83_HARN_California_zone_3_ftUS,2872
NAD83_HARN_California_zone_4_ftUS,2873
NAD83_HARN_California_zone_5_ftUS,2874
NAD83_HARN_California_zone_6_ftUS,2875
NAD83_HARN_Colorado_North_ftUS,2876
NAD83_HARN_Colorado_Central_ftUS,2877
NAD83_HARN_Colorado_South_ftUS,2878
NAD83_HARN_Connecticut_ftUS,2879
NAD83_HARN_Delaware_ftUS,2880
NAD83_HARN_Florida_East_ftUS,2881
NAD83_HARN_Florida_West_ftUS,2882
NAD83_HARN_Florida_North_ftUS,2883
NAD83_HARN_Georgia_East_ftUS,2884
NAD83_HARN_Georgia_West_ftUS,2885
NAD83_HARN_Idaho_East_ftUS,2886
NAD83_HARN_Idaho_Central_ftUS,2887
NAD83_HARN_Idaho_West_ftUS,2888
NAD83_HARN_Indiana_East_ftUS_deprecated,2889
NAD83_HARN_Indiana_West_ftUS_deprecated,2890
NAD83_HARN_Kentucky_North_ftUS,2891
NAD83_HARN_Kentucky_South_ftUS,2892
NAD83_HARN_Maryland_ftUS,2893
NAD83_HARN_Massachusetts_Mainland_ftUS,2894
NAD83_HARN_Massachusetts_Island_ftUS,2895
NAD83_HARN_Michigan_North_ft,2896
NAD83_HARN_Michigan_Central_ft,2897
NAD83_HARN_Michigan_South_ft,2898
NAD83_HARN_Mississippi_East_ftUS,2899
NAD83_HARN_Mississippi_West_ftUS,2900
NAD83_HARN_Montana_ft,2901
NAD83_HARN_New_Mexico_East_ftUS,2902
NAD83_HARN_New_Mexico_Central_ftUS,2903
NAD83_HARN_New_Mexico_West_ftUS,2904
NAD83_HARN_New_York_East_ftUS,2905
NAD83_HARN_New_York_Central_ftUS,2906
NAD83_HARN_New_York_West_ftUS,2907
NAD83_HARN_New_York_Long_Island_ftUS,2908
NAD83_HARN_North_Dakota_North_ft,2909
NAD83_HARN_North_Dakota_South_ft,2910
NAD83_HARN_Oklahoma_North_ftUS,2911
NAD83_HARN_Oklahoma_South_ftUS,2912
NAD83_HARN_Oregon_North_ft,2913
NAD83_HARN_Oregon_South_ft,2914
NAD83_HARN_Tennessee_ftUS,2915
NAD83_HARN_Texas_North_ftUS,2916
NAD83_HARN_Texas_North_Central_ftUS,2917
NAD83_HARN_Texas_Central_ftUS,2918
NAD83_HARN_Texas_South_Central_ftUS,2919
NAD83_HARN_Texas_South_ftUS,2920
NAD83_HARN_Utah_North_ft,2921
NAD83_HARN_Utah_Central_ft,2922
NAD83_HARN_Utah_South_ft,2923
NAD83_HARN_Virginia_North_ftUS,2924
NAD83_HARN_Virginia_South_ftUS,2925
NAD83_HARN_Washington_North_ftUS,2926
NAD83_HARN_Washington_South_ftUS,2927
NAD83_HARN_Wisconsin_North_ftUS,2928
NAD83_HARN_Wisconsin_Central_ftUS,2929
NAD83_HARN_Wisconsin_South_ftUS,2930
Beduaram_TM_13_NE,2931
QND95_Qatar_National_Grid,2932
Segara_UTM_zone_50S,2933
Segara_Jakarta_NEIEZ_deprecated,2934
Pulkovo_1942_CS63_zone_A1,2935
Pulkovo_1942_CS63_zone_A2,2936
Pulkovo_1942_CS63_zone_A3,2937
Pulkovo_1942_CS63_zone_A4,2938
Pulkovo_1942_CS63_zone_K2,2939
Pulkovo_1942_CS63_zone_K3,2940
Pulkovo_1942_CS63_zone_K4,2941
Porto_Santo_UTM_zone_28N,2942
Selvagem_Grande_UTM_zone_28N,2943
NAD83_CSRS_SCoPQ_zone_2_deprecated,2944
NAD83_CSRS_MTM_zone_3,2945
NAD83_CSRS_MTM_zone_4,2946
NAD83_CSRS_MTM_zone_5,2947
NAD83_CSRS_MTM_zone_6,2948
NAD83_CSRS_MTM_zone_7,2949
NAD83_CSRS_MTM_zone_8,2950
NAD83_CSRS_MTM_zone_9,2951
NAD83_CSRS_MTM_zone_10,2952
NAD83_CSRS_New_Brunswick_Stereographic,2953
NAD83_CSRS_Prince_Edward_Isl_Stereographic_NAD83,2954
NAD83_CSRS_UTM_zone_11N,2955
NAD83_CSRS_UTM_zone_12N,2956
NAD83_CSRS_UTM_zone_13N,2957
NAD83_CSRS_UTM_zone_17N,2958
NAD83_CSRS_UTM_zone_18N,2959
NAD83_CSRS_UTM_zone_19N,2960
NAD83_CSRS_UTM_zone_20N,2961
NAD83_CSRS_UTM_zone_21N,2962
Lisbon_1890_Lisbon_Portugal_Bonne,2963
NAD27_Alaska_Albers,2964
NAD83_Indiana_East_ftUS,2965
NAD83_Indiana_West_ftUS,2966
NAD83_HARN_Indiana_East_ftUS,2967
NAD83_HARN_Indiana_West_ftUS,2968
Fort_Marigot_UTM_zone_20N,2969
Guadeloupe_1948_UTM_zone_20N,2970
CSG67_UTM_zone_22N,2971
RGFG95_UTM_zone_22N,2972
Martinique_1938_UTM_zone_20N,2973
RGR92_UTM_zone_40S,2975
Tahiti_52_UTM_zone_6S,2976
Tahaa_54_UTM_zone_5S,2977
IGN72_Nuku_Hiva_UTM_zone_7S,2978
K0_1949_UTM_zone_42S_deprecated,2979
Combani_1950_UTM_zone_38S,2980
IGN56_Lifou_UTM_zone_58S,2981
IGN72_Grand_Terre_UTM_zone_58S_deprecated,2982
ST87_Ouvea_UTM_zone_58S_deprecated,2983
RGNC_1991_Lambert_New_Caledonia_deprecated,2984
Petrels_1972_Terre_Adelie_Polar_Stereographic,2985
Perroud_1950_Terre_Adelie_Polar_Stereographic,2986
Saint_Pierre_et_Miquelon_1950_UTM_zone_21N,2987
MOP78_UTM_zone_1S,2988
RRAF_1991_UTM_zone_20N_deprecated,2989
Reunion_1947_TM_Reunion_deprecated,2990
NAD83_Oregon_Lambert,2991
NAD83_Oregon_Lambert_ft,2992
NAD83_HARN_Oregon_Lambert,2993
NAD83_HARN_Oregon_Lambert_ft,2994
IGN53_Mare_UTM_zone_58S,2995
ST84_Ile_des_Pins_UTM_zone_58S,2996
ST71_Belep_UTM_zone_58S,2997
NEA74_Noumea_UTM_zone_58S,2998
Grand_Comoros_UTM_zone_38S,2999
Segara_NEIEZ,3000
Batavia_NEIEZ,3001
Makassar_NEIEZ,3002
Monte_Mario_Italy_zone_1,3003
Monte_Mario_Italy_zone_2,3004
NAD83_BC_Albers,3005
SWEREF99_TM,3006
SWEREF99_12_00,3007
SWEREF99_13_30,3008
SWEREF99_15_00,3009
SWEREF99_16_30,3010
SWEREF99_18_00,3011
SWEREF99_14_15,3012
SWEREF99_15_45,3013
SWEREF99_17_15,3014
SWEREF99_18_45,3015
SWEREF99_20_15,3016
SWEREF99_21_45,3017
SWEREF99_23_15,3018
RT90_7_5_gon_V,3019
RT90_5_gon_V,3020
RT90_2_5_gon_V,3021
RT90_0_gon,3022
RT90_2_5_gon_O,3023
RT90_5_gon_O,3024
RT38_7_5_gon_V,3025
RT38_5_gon_V,3026
RT38_2_5_gon_V,3027
RT38_0_gon,3028
RT38_2_5_gon_O,3029
RT38_5_gon_O,3030
WGS_84_Antarctic_Polar_Stereographic,3031
WGS_84_Australian_Antarctic_Polar_Stereographic,3032
WGS_84_Australian_Antarctic_Lambert,3033
ETRS89_LCC_Europe,3034
ETRS89_LAEA_Europe,3035
Moznet_UTM_zone_36S,3036
Moznet_UTM_zone_37S,3037
ETRS89_TM26_deprecated,3038
ETRS89_TM27_deprecated,3039
ETRS89_UTM_zone_28N_N_E,3040
ETRS89_UTM_zone_29N_N_E,3041
ETRS89_UTM_zone_30N_N_E,3042
ETRS89_UTM_zone_31N_N_E,3043
ETRS89_UTM_zone_32N_N_E,3044
ETRS89_UTM_zone_33N_N_E,3045
ETRS89_UTM_zone_34N_N_E,3046
ETRS89_UTM_zone_35N_N_E,3047
ETRS89_UTM_zone_36N_N_E,3048
ETRS89_UTM_zone_37N_N_E,3049
ETRS89_TM38_deprecated,3050
ETRS89_TM39_deprecated,3051
Reykjavik_1900_Lambert_1900,3052
Hjorsey_1955_Lambert_1955,3053
Hjorsey_1955_UTM_zone_26N,3054
Hjorsey_1955_UTM_zone_27N,3055
Hjorsey_1955_UTM_zone_28N,3056
ISN93_Lambert_1993,3057
Helle_1954_Jan_Mayen_Grid,3058
LKS92_Latvia_TM,3059
IGN72_Grande_Terre_UTM_zone_58S,3060
Porto_Santo_1995_UTM_zone_28N,3061
Azores_Oriental_1995_UTM_zone_26N,3062
Azores_Central_1995_UTM_zone_26N,3063
IGM95_UTM_zone_32N,3064
IGM95_UTM_zone_33N,3065
ED50_Jordan_TM,3066
ETRS89_TM35FIN_E_N,3067
DHDN_Soldner_Berlin,3068
NAD27_Wisconsin_Transverse_Mercator,3069
NAD83_Wisconsin_Transverse_Mercator,3070
NAD83_HARN_Wisconsin_Transverse_Mercator,3071
NAD83_Maine_CS2000_East,3072
NAD83_Maine_CS2000_Central_deprecated,3073
NAD83_Maine_CS2000_West,3074
NAD83_HARN_Maine_CS2000_East,3075
NAD83_HARN_Maine_CS2000_Central_deprecated,3076
NAD83_HARN_Maine_CS2000_West,3077
NAD83_Michigan_Oblique_Mercator,3078
NAD83_HARN_Michigan_Oblique_Mercator,3079
NAD27_Shackleford,3080
NAD83_Texas_State_Mapping_System,3081
NAD83_Texas_Centric_Lambert_Conformal,3082
NAD83_Texas_Centric_Albers_Equal_Area,3083
NAD83_HARN_Texas_Centric_Lambert_Conformal,3084
NAD83_HARN_Texas_Centric_Albers_Equal_Area,3085
NAD83_Florida_GDL_Albers,3086
NAD83_HARN_Florida_GDL_Albers,3087
NAD83_Kentucky_Single_Zone,3088
NAD83_Kentucky_Single_Zone_ftUS,3089
NAD83_HARN_Kentucky_Single_Zone,3090
NAD83_HARN_Kentucky_Single_Zone_ftUS,3091
Tokyo_UTM_zone_51N,3092
Tokyo_UTM_zone_52N,3093
Tokyo_UTM_zone_53N,3094
Tokyo_UTM_zone_54N,3095
Tokyo_UTM_zone_55N,3096
JGD2000_UTM_zone_51N,3097
JGD2000_UTM_zone_52N,3098
JGD2000_UTM_zone_53N,3099
JGD2000_UTM_zone_54N,3100
JGD2000_UTM_zone_55N,3101
American_Samoa_1962_American_Samoa_Lambert,3102
Mauritania_1999_UTM_zone_28N_deprecated,3103
Mauritania_1999_UTM_zone_29N_deprecated,3104
Mauritania_1999_UTM_zone_30N_deprecated,3105
